#,Coin,Unnamed: 3,Price,1h,24h,7d,24h Volume,Mkt Cap,FDV
95,Frax Share FXS,,$7.74,1.4%,5.7%,4.1%,"$8,435,924","$554,817,042","$774,402,530"
96,Kava KAVA,,$2.19,-0.5%,2.1%,15.1%,"$36,709,271","$540,174,843",?
97,Mina Protocol MINA,,$0.907314,0.0%,6.2%,16.7%,"$28,452,529","$536,652,477",?
98,Decred DCR,,$37.51,-0.2%,-6.5%,37.0%,"$11,827,472","$535,751,165",?
99,Tenset 10SET,,$2.75,-3.4%,-7.2%,-7.6%,"$1,959,213","$529,377,397","$529,377,450"
100,Celo CELO,,$1.14,0.1%,3.0%,10.5%,"$32,223,092","$522,621,635","$1,144,565,582"
1,Bitcoin BTC,,"$23,857.80",-0.4%,2.4%,2.0%,"$26,754,719,410","$459,574,335,735","$504,862,127,395"
2,Ethereum ETH,,"$1,778.41",-0.4%,3.5%,5.7%,"$15,423,306,731","$215,120,609,965",?
3,Tether USDT,,$0.998108,-0.3%,-0.0%,-0.3%,"$50,215,953,106","$66,533,263,770",?
4,USD Coin USDC,,$0.999049,-0.2%,0.1%,-0.1%,"$6,346,118,532","$54,191,150,714",?
5,BNB BNB,,$326.24,-0.5%,1.1%,14.9%,"$1,390,670,453","$53,694,417,096","$54,299,439,349"
6,XRP XRP,,$0.381290,-0.1%,0.9%,0.1%,"$1,106,944,740","$18,549,505,170","$38,370,532,114"
7,Cardano ADA,,$0.536928,-0.1%,0.2%,3.6%,"$781,047,540","$18,263,152,624","$24,300,280,550"
8,Binance USD BUSD,,$1.00,0.0%,0.0%,0.0%,"$5,494,485,666","$17,816,462,200",?
9,Solana SOL,,$42.64,0.2%,2.7%,0.4%,"$1,134,008,109","$14,983,146,850",?
10,Polkadot DOT,,$9.24,-0.6%,4.8%,6.5%,"$619,203,803","$10,593,509,064",?
11,Dogecoin DOGE,,$0.070256856462,-0.0%,0.3%,2.8%,"$380,140,814","$9,366,146,365",?
12,Avalanche AVAX,,$28.44,-0.7%,1.0%,19.7%,"$923,709,349","$8,186,315,529","$20,719,274,928"
13,Lido Staked Ether STETH,,"$1,717.50",-0.3%,3.4%,4.5%,"$3,026,699","$7,410,027,531","$7,410,027,531"
14,Shiba Inu SHIB,,$0.000012427463,0.3%,2.3%,5.9%,"$588,342,353","$7,352,552,408",?
15,Dai DAI,,$0.998138,-0.3%,-0.2%,-0.5%,"$2,509,347,772","$7,055,679,543","$7,055,679,543"
16,Polygon MATIC,,$0.931696,0.2%,1.1%,0.2%,"$428,918,467","$6,967,380,537","$9,362,872,210"
17,TRON TRX,,$0.070419481448,-0.2%,0.1%,1.9%,"$320,707,365","$6,534,853,477",?
18,Wrapped Bitcoin WBTC,,"$23,877.02",-0.3%,2.6%,2.2%,"$215,670,151","$5,686,549,687","$5,686,549,687"
19,Ethereum Classic ETC,,$38.28,0.5%,-0.4%,4.9%,"$1,266,980,944","$5,271,332,474","$8,151,836,886"
20,OKB OKB,,$18.52,-0.2%,0.9%,1.3%,"$8,341,157","$4,780,702,801",?
21,LEO Token LEO,,$4.86,0.4%,-0.7%,-3.2%,"$2,623,010","$4,530,934,197",?
22,Litecoin LTC,,$62.97,-0.3%,2.0%,5.2%,"$357,898,073","$4,490,898,908","$5,320,735,121"
23,FTX FTT,,$31.63,-0.3%,2.4%,3.9%,"$56,355,861","$4,286,769,180","$10,520,142,585"
24,NEAR Protocol NEAR,,$5.50,1.3%,8.0%,29.3%,"$550,810,897","$4,162,578,002","$5,517,368,046"
25,Uniswap UNI,,$8.85,-0.1%,-0.9%,5.2%,"$153,833,631","$4,078,631,979","$8,934,775,572"
26,Chainlink LINK,,$8.58,-0.1%,3.3%,11.8%,"$712,829,376","$4,041,493,606","$8,652,309,404"
27,Cronos CRO,,$0.150948,-0.2%,1.8%,9.8%,"$25,418,769","$3,833,566,344",?
28,Cosmos Hub ATOM,,$11.74,-0.0%,2.5%,12.9%,"$306,962,775","$3,455,077,018",?
29,Stellar XLM,,$0.132719,-1.3%,6.9%,12.5%,"$275,141,110","$3,377,447,643","$6,692,769,956"
30,Flow FLOW,,$3.00,0.0%,12.3%,55.1%,"$564,544,969","$3,129,511,136",?
31,Monero XMR,,$166.68,-0.5%,-1.1%,7.5%,"$123,897,152","$3,047,722,468",?
32,Bitcoin Cash BCH,,$144.34,-0.3%,0.4%,3.2%,"$654,304,166","$2,780,657,393","$3,050,852,132"
33,Algorand ALGO,,$0.366075,-0.4%,0.8%,8.7%,"$103,297,073","$2,568,906,448","$3,696,581,436"
35,VeChain VET,,$0.031877682820,0.4%,0.6%,17.1%,"$112,995,852","$2,328,203,736","$2,784,188,218"
34,Filecoin FIL,,$8.99,0.0%,0.5%,-9.3%,"$350,554,359","$2,326,949,141","$17,801,129,401"
36,ApeCoin APE,,$7.32,-0.4%,-0.4%,8.8%,"$300,373,823","$2,265,842,433","$7,383,600,596"
37,Internet Computer ICP,,$8.32,-0.1%,0.2%,-7.6%,"$78,565,190","$2,094,831,198","$3,932,611,452"
38,Decentraland MANA,,$1.10,0.1%,1.4%,11.7%,"$229,403,540","$2,001,199,928","$2,424,268,590"
39,Chain XCN,,$0.086442807527,-0.6%,1.3%,-9.7%,"$43,570,796","$1,856,799,083","$4,621,574,364"
40,Hedera HBAR,,$0.079603372828,-0.3%,1.4%,4.4%,"$26,183,837","$1,814,449,238",?
42,The Sandbox SAND,,$1.36,0.1%,1.2%,3.4%,"$305,966,462","$1,752,125,423","$4,093,560,313"
41,Quant QNT,,$128.80,-0.9%,1.4%,25.1%,"$58,593,190","$1,750,775,949","$1,907,208,144"
43,Tezos XTZ,,$1.91,0.4%,-1.0%,9.3%,"$44,995,827","$1,719,176,645",?
44,Axie Infinity AXS,,$18.81,0.0%,-0.8%,3.3%,"$160,472,257","$1,676,012,587","$5,107,280,993"
45,Theta Network THETA,,$1.63,-0.0%,-3.5%,21.2%,"$108,526,618","$1,642,286,209",?
46,Elrond EGLD,,$66.10,-0.6%,-1.4%,15.4%,"$51,220,947","$1,518,875,826",?
47,Aave AAVE,,$103.68,0.4%,0.4%,5.8%,"$217,782,724","$1,459,242,249","$1,669,704,047"
48,Frax FRAX,,$1.00,0.1%,0.5%,-0.1%,"$6,396,795","$1,427,476,419","$1,427,476,419"
49,Lido DAO LDO,,$2.42,-0.6%,-4.9%,11.6%,"$87,109,083","$1,324,161,093","$2,442,302,606"
50,EOS EOS,,$1.26,0.2%,0.9%,-5.7%,"$205,878,987","$1,275,741,450",?
51,TrueUSD TUSD,,$1.00,0.2%,0.5%,0.3%,"$365,383,270","$1,210,404,193",?
52,Bitcoin SV BSV,,$62.86,0.0%,0.2%,2.6%,"$21,929,525","$1,207,344,102",?
53,Helium HNT,,$9.27,-0.5%,3.8%,0.2%,"$9,131,258","$1,162,752,241","$2,073,997,319"
54,The Graph GRT,,$0.147268,-0.4%,12.7%,14.4%,"$193,241,544","$1,098,549,036","$1,484,470,928"
55,cUSDC CUSDC,,$0.022624564607,-0.2%,-0.1%,0.2%,$19.44,"$1,061,933,839",?
56,KuCoin  KCS,,$10.82,-0.1%,0.9%,7.4%,"$4,460,754","$1,061,457,418",?
57,Maker MKR,,"$1,147.57",-1.0%,0.5%,3.7%,"$77,324,779","$1,037,187,789","$1,157,172,437"
58,Zcash ZEC,,$77.12,-1.0%,7.8%,19.3%,"$111,863,409","$991,679,408","$1,634,972,525"
59,Fantom FTM,,$0.384868,0.6%,2.1%,16.7%,"$350,753,146","$985,643,442","$1,231,495,412"
60,IOTA MIOTA,,$0.351461,-0.4%,0.5%,10.3%,"$19,685,610","$981,045,790",?
61,cETH CETH,,$35.98,0.4%,4.1%,6.9%,$872.07,"$958,541,352",?
62,Synthetix Network SNX,,$4.10,-0.7%,-2.2%,14.5%,"$88,162,900","$956,082,056","$1,187,777,479"
63,Huobi BTC HBTC,,"$23,828.34",-1.1%,2.4%,2.4%,"$239,326","$940,789,254","$940,789,254"
64,BitTorrent BTT,,$0.000000987361,-0.4%,1.2%,0.6%,"$33,375,035","$938,290,528","$990,920,942"
65,eCash XEC,,$0.000046672330,0.1%,1.0%,5.2%,"$9,395,230","$896,298,894","$983,562,957"
66,Klaytn KLAY,,$0.297111,-0.1%,1.1%,-1.4%,"$33,147,146","$889,789,038",?
67,THORChain RUNE,,$2.92,-0.2%,3.2%,12.1%,"$141,230,775","$888,108,273","$1,476,731,985"
68,Pax Dollar USDP,,$1.00,0.0%,0.0%,-0.3%,"$6,159,733","$866,691,550",?
69,BitDAO BIT,,$0.765025,-0.8%,0.0%,11.0%,"$58,620,437","$851,737,565","$7,698,720,429"
70,NEO NEO,,$11.76,-0.4%,1.5%,6.7%,"$53,087,517","$832,929,827",?
71,Chiliz CHZ,,$0.151885,0.2%,-0.3%,23.9%,"$128,221,100","$815,497,041","$1,356,432,445"
72,cDAI CDAI,,$0.022041736467,-0.2%,-0.0%,0.2%,"$4,166.02","$804,768,319",?
73,Arweave AR,,$15.14,-0.1%,1.2%,-3.1%,"$20,343,645","$764,066,155","$1,006,383,432"
74,USDD USDD,,$1.00,0.1%,0.1%,0.1%,"$33,278,935","$746,620,451",?
75,Gate GT,,$4.92,0.2%,2.9%,10.2%,"$2,774,600","$716,692,742",?
76,Neutrino USD USDN,,$0.987522,-0.6%,0.1%,-0.4%,"$3,511,673","$707,254,441",?
77,Celsius Network CEL,,$1.67,3.1%,16.4%,51.7%,"$11,581,592","$705,928,729",?
78,Stacks STX,,$0.512531,-0.0%,2.8%,15.4%,"$54,253,203","$682,139,970","$934,344,758"
79,Huobi HT,,$4.42,-2.5%,0.9%,-2.1%,"$7,269,389","$681,776,520","$2,214,701,618"
80,Zilliqa ZIL,,$0.045878739105,-0.1%,-0.5%,7.5%,"$158,855,187","$675,070,160",?
81,Enjin Coin ENJ,,$0.705381,-0.0%,2.0%,14.5%,"$147,826,330","$662,213,793","$708,749,840"
82,Basic Attention BAT,,$0.438994,0.4%,1.0%,9.5%,"$57,096,716","$660,153,040","$661,844,489"
83,Amp AMP,,$0.008386167036,-0.2%,-0.6%,-8.1%,"$7,583,570","$638,060,853","$832,626,670"
84,PancakeSwap CAKE,,$4.48,-0.2%,1.8%,12.8%,"$96,056,670","$635,623,173","$3,376,454,313"
85,Radix XRD,,$0.063386355419,0.1%,1.7%,-0.7%,"$537,638","$632,416,002","$1,524,871,857"
86,Waves WAVES,,$6.23,-0.1%,1.2%,9.1%,"$242,318,329","$626,130,978",?
87,Loopring LRC,,$0.484308,-0.3%,0.1%,15.4%,"$146,393,869","$608,153,648","$670,883,919"
88,PAX Gold PAXG,,"$1,784.55",0.1%,1.0%,1.1%,"$13,576,326","$607,832,699",?
89,Dash DASH,,$55.13,0.0%,1.4%,7.5%,"$102,236,397","$602,916,678",?
90,Kusama KSM,,$65.93,0.1%,-1.5%,3.1%,"$56,803,860","$596,582,974","$664,339,040"
91,STEPN GMT,,$0.940479,-0.3%,-0.2%,-2.0%,"$156,625,613","$568,980,823","$5,689,808,226"
92,Curve DAO CRV,,$1.43,-0.1%,0.5%,8.2%,"$142,213,487","$567,570,205","$4,782,913,244"
94,Oasis Network ROSE,,$0.111150,-0.5%,4.0%,31.1%,"$180,988,655","$565,130,743","$1,123,663,965"
93,DeFiChain DFI,,$0.990944,-0.3%,2.8%,-14.1%,"$4,879,200","$564,344,892",?
95,Frax Share FXS,,$7.74,1.4%,5.7%,4.1%,"$8,435,924","$554,817,042","$774,402,530"
96,Kava KAVA,,$2.19,-0.5%,2.1%,15.1%,"$36,709,271","$540,174,843",?
97,Mina Protocol MINA,,$0.907314,0.0%,6.2%,16.7%,"$28,452,529","$536,652,477",?
98,Decred DCR,,$37.51,-0.2%,-6.5%,37.0%,"$11,827,472","$535,751,165",?
99,Tenset 10SET,,$2.75,-3.4%,-7.2%,-7.6%,"$1,959,213","$529,377,397","$529,377,450"
100,Celo CELO,,$1.14,0.1%,3.0%,10.5%,"$32,223,092","$522,621,635","$1,144,565,582"
1,Bitcoin BTC,,"$23,857.80",-0.4%,2.4%,2.0%,"$26,754,719,410","$459,574,335,735","$504,862,127,395"
2,Ethereum ETH,,"$1,778.41",-0.4%,3.5%,5.7%,"$15,423,306,731","$215,120,609,965",?
3,Tether USDT,,$0.998108,-0.3%,-0.0%,-0.3%,"$50,215,953,106","$66,533,263,770",?
4,USD Coin USDC,,$0.999049,-0.2%,0.1%,-0.1%,"$6,346,118,532","$54,191,150,714",?
5,BNB BNB,,$326.24,-0.5%,1.1%,14.9%,"$1,390,670,453","$53,694,417,096","$54,299,439,349"
6,XRP XRP,,$0.381433,-0.1%,1.0%,0.1%,"$1,106,854,107","$18,549,505,170","$38,370,532,114"
7,Cardano ADA,,$0.537107,0.0%,0.2%,3.6%,"$781,195,248","$18,263,152,624","$24,300,280,550"
8,Binance USD BUSD,,$0.999035,-0.2%,-0.2%,-0.2%,"$5,467,030,357","$17,816,462,200",?
9,Solana SOL,,$42.64,0.2%,2.7%,0.4%,"$1,134,008,109","$14,983,146,850",?
10,Polkadot DOT,,$9.24,-0.5%,4.9%,6.5%,"$608,518,444","$10,593,509,064",?
11,Dogecoin DOGE,,$0.070256856462,-0.0%,0.3%,2.8%,"$380,140,814","$9,366,146,365",?
12,Avalanche AVAX,,$28.48,-0.6%,1.1%,19.9%,"$959,104,120","$8,186,315,529","$20,719,274,928"
13,Lido Staked Ether STETH,,"$1,717.50",-0.3%,3.4%,4.5%,"$3,026,699","$7,410,027,531","$7,410,027,531"
14,Shiba Inu SHIB,,$0.000012431480,0.4%,2.4%,5.9%,"$588,306,736","$7,352,552,408",?
15,Dai DAI,,$0.998138,-0.3%,-0.2%,-0.5%,"$2,509,347,772","$7,055,679,543","$7,055,679,543"
16,Polygon MATIC,,$0.931696,0.2%,1.1%,0.2%,"$428,918,467","$6,967,380,537","$9,362,872,210"
17,TRON TRX,,$0.070419481448,-0.2%,0.1%,1.9%,"$320,707,365","$6,534,853,477",?
18,Wrapped Bitcoin WBTC,,"$23,877.02",-0.3%,2.6%,2.2%,"$215,670,151","$5,686,549,687","$5,686,549,687"
19,Ethereum Classic ETC,,$38.28,0.5%,-0.4%,4.9%,"$1,266,980,944","$5,271,332,474","$8,151,836,886"
20,OKB OKB,,$18.55,-0.0%,1.1%,1.5%,"$8,344,732","$4,780,702,801",?
21,LEO Token LEO,,$4.86,0.2%,-0.7%,-3.3%,"$2,622,236","$4,530,934,197",?
22,Litecoin LTC,,$62.97,-0.3%,2.0%,5.2%,"$357,898,073","$4,490,898,908","$5,320,735,121"
23,FTX FTT,,$31.63,-0.3%,2.4%,3.9%,"$56,355,861","$4,286,769,180","$10,520,142,585"
24,NEAR Protocol NEAR,,$5.50,1.4%,8.1%,29.4%,"$550,824,049","$4,162,578,002","$5,517,368,046"
25,Uniswap UNI,,$8.85,-0.1%,-0.9%,5.2%,"$153,833,631","$4,078,631,979","$8,934,775,572"
26,Chainlink LINK,,$8.58,-0.1%,3.3%,11.8%,"$712,829,376","$4,041,493,606","$8,652,309,404"
27,Cronos CRO,,$0.150946,-0.2%,1.8%,9.8%,"$25,417,484","$3,833,566,344",?
28,Cosmos Hub ATOM,,$11.75,0.1%,2.6%,13.0%,"$313,900,076","$3,455,077,018",?
29,Stellar XLM,,$0.132759,-1.3%,6.9%,12.5%,"$275,113,988","$3,377,447,643","$6,692,769,956"
30,Flow FLOW,,$3.00,0.0%,12.3%,55.1%,"$564,518,345","$3,129,511,136",?
31,Monero XMR,,$166.66,-0.6%,-1.1%,7.5%,"$123,868,678","$3,047,722,468",?
32,Bitcoin Cash BCH,,$144.35,-0.3%,0.4%,3.2%,"$655,540,254","$2,780,657,393","$3,050,852,132"
33,Algorand ALGO,,$0.366335,-0.4%,0.9%,8.8%,"$103,305,655","$2,568,906,448","$3,696,581,436"
35,VeChain VET,,$0.031894293691,0.4%,0.7%,17.2%,"$113,074,619","$2,328,203,736","$2,784,188,218"
34,Filecoin FIL,,$8.99,0.1%,0.6%,-9.2%,"$350,527,432","$2,326,949,141","$17,801,129,401"
36,ApeCoin APE,,$7.32,-0.4%,-0.4%,8.8%,"$300,187,359","$2,265,842,433","$7,383,600,596"
37,Internet Computer ICP,,$8.33,-0.1%,0.2%,-7.6%,"$78,549,831","$2,094,831,198","$3,932,611,452"
38,Decentraland MANA,,$1.10,0.1%,1.5%,11.8%,"$229,416,441","$2,001,199,928","$2,424,268,590"
39,Chain XCN,,$0.086442956956,-0.6%,1.3%,-9.7%,"$43,567,787","$1,856,799,083","$4,621,574,364"
40,Hedera HBAR,,$0.079603372828,-0.3%,1.4%,4.4%,"$26,183,837","$1,814,449,238",?
42,The Sandbox SAND,,$1.36,0.1%,1.2%,3.5%,"$310,844,712","$1,752,125,423","$4,093,560,313"
41,Quant QNT,,$128.86,-0.8%,1.5%,25.2%,"$58,579,054","$1,750,775,949","$1,907,208,144"
43,Tezos XTZ,,$1.91,0.4%,-1.0%,9.3%,"$44,995,827","$1,719,176,645",?
44,Axie Infinity AXS,,$18.81,0.0%,-0.8%,3.3%,"$160,425,980","$1,676,012,587","$5,107,280,993"
45,Theta Network THETA,,$1.63,0.0%,-3.4%,21.3%,"$109,682,968","$1,642,286,209",?
46,Elrond EGLD,,$66.10,-0.6%,-1.4%,15.4%,"$50,703,799","$1,518,875,826",?
47,Aave AAVE,,$103.61,0.4%,0.3%,5.7%,"$216,633,250","$1,459,242,249","$1,669,704,047"
48,Frax FRAX,,$1.00,0.1%,0.5%,-0.1%,"$6,403,333","$1,427,476,419","$1,427,476,419"
49,Lido DAO LDO,,$2.42,-0.6%,-4.9%,11.6%,"$87,109,083","$1,324,161,093","$2,442,302,606"
50,EOS EOS,,$1.26,0.2%,1.2%,-5.7%,"$206,808,128","$1,275,741,450",?
51,TrueUSD TUSD,,$1.00,0.2%,0.5%,0.3%,"$365,383,270","$1,210,404,193",?
52,Bitcoin SV BSV,,$62.86,-0.0%,0.2%,2.6%,"$22,467,382","$1,207,344,102",?
53,Helium HNT,,$9.27,-0.5%,3.8%,0.2%,"$9,131,258","$1,162,752,241","$2,073,997,319"
54,The Graph GRT,,$0.147231,-0.4%,12.7%,14.4%,"$193,066,607","$1,098,549,036","$1,484,470,928"
55,cUSDC CUSDC,,$0.022624564607,-0.2%,-0.1%,0.2%,$19.45,"$1,061,933,839",?
56,KuCoin KCS,,$10.82,-0.1%,1.2%,7.4%,"$4,460,753","$1,061,457,418",?
57,Maker MKR,,"$1,147.57",-1.0%,0.5%,3.7%,"$77,310,867","$1,037,187,789","$1,157,172,437"
58,Zcash ZEC,,$77.11,-1.0%,7.8%,19.3%,"$111,709,530","$991,679,408","$1,634,972,525"
59,Fantom FTM,,$0.385038,0.6%,2.1%,16.8%,"$350,840,793","$985,643,442","$1,231,495,412"
60,IOTA MIOTA,,$0.351467,-0.4%,0.7%,10.3%,"$19,685,969","$981,045,790",?
61,cETH CETH,,$35.98,0.4%,4.1%,6.9%,$872.78,"$958,541,352",?
62,Synthetix Network SNX,,$4.10,-0.7%,-2.2%,14.5%,"$88,148,513","$956,082,056","$1,187,777,479"
63,Huobi BTC HBTC,,"$23,830.91",-1.0%,2.5%,2.5%,"$239,352","$940,789,254","$940,789,254"
64,BitTorrent BTT,,$0.000000987461,-0.4%,1.2%,0.6%,"$33,372,018","$938,290,528","$990,920,942"
65,eCash XEC,,$0.000046672007,0.1%,1.0%,5.2%,"$9,400,199","$896,298,894","$983,562,957"
66,Klaytn KLAY,,$0.297111,-0.1%,1.1%,-1.4%,"$33,147,146","$889,789,038",?
67,THORChain RUNE,,$2.93,-0.1%,3.4%,12.3%,"$141,016,659","$888,108,273","$1,476,731,985"
68,Pax Dollar USDP,,$1.00,0.0%,0.0%,-0.3%,"$6,060,925","$866,691,550",?
69,BitDAO BIT,,$0.765025,-0.8%,0.0%,11.0%,"$58,620,437","$851,737,565","$7,698,720,429"
70,NEO NEO,,$11.76,-0.3%,1.5%,6.7%,"$53,036,870","$832,929,827",?
71,Chiliz CHZ,,$0.151888,0.2%,-0.3%,23.9%,"$128,219,791","$815,497,041","$1,356,432,445"
72,cDAI CDAI,,$0.022041736467,-0.2%,-0.0%,0.2%,"$4,169.93","$804,768,319",?
73,Arweave AR,,$15.14,-0.1%,1.2%,-3.1%,"$20,004,124","$764,066,155","$1,006,383,432"
74,USDD USDD,,$1.00,0.1%,0.1%,0.1%,"$33,280,201","$746,620,451",?
75,Gate GT,,$4.92,0.2%,2.9%,10.2%,"$2,774,600","$716,692,742",?
76,Neutrino USD USDN,,$0.987522,-0.6%,0.1%,-0.4%,"$3,511,675","$707,254,441",?
77,Celsius Network CEL,,$1.67,3.1%,16.4%,51.8%,"$11,582,132","$705,928,729",?
78,Stacks STX,,$0.512531,-0.0%,2.8%,15.4%,"$54,253,203","$682,139,970","$934,344,758"
79,Huobi HT,,$4.42,-2.4%,1.0%,-2.1%,"$7,270,545","$681,776,520","$2,214,701,618"
80,Zilliqa ZIL,,$0.045881710005,-0.1%,-0.5%,7.5%,"$158,824,566","$675,070,160",?
81,Enjin Coin ENJ,,$0.705328,-0.0%,2.0%,14.4%,"$147,799,829","$662,213,793","$708,749,840"
82,Basic Attention BAT,,$0.439015,0.4%,1.0%,9.5%,"$57,028,630","$660,153,040","$661,844,489"
83,Amp AMP,,$0.008378381691,-0.3%,-0.7%,-8.2%,"$7,557,981","$638,060,853","$832,626,670"
84,PancakeSwap CAKE,,$4.48,-0.2%,1.9%,12.8%,"$96,048,900","$635,623,173","$3,376,454,313"
85,Radix XRD,,$0.063386355419,0.1%,1.7%,-0.7%,"$537,638","$632,416,002","$1,524,871,857"
86,Waves WAVES,,$6.23,-0.0%,1.2%,9.1%,"$242,313,133","$626,130,978",?
87,Loopring LRC,,$0.484319,-0.3%,0.1%,15.4%,"$146,389,387","$608,153,648","$670,883,919"
88,PAX Gold PAXG,,"$1,784.74",0.1%,1.0%,1.2%,"$13,560,845","$607,832,699",?
89,Dash DASH,,$55.15,0.0%,1.4%,7.5%,"$102,000,754","$602,916,678",?
90,Kusama KSM,,$65.93,0.1%,-1.5%,3.1%,"$56,803,860","$596,582,974","$664,339,040"
91,STEPN GMT,,$0.940616,-0.3%,-0.1%,-2.0%,"$160,006,984","$568,980,823","$5,689,808,226"
92,Curve DAO CRV,,$1.43,0.1%,0.6%,8.3%,"$142,310,879","$567,570,205","$4,782,913,244"
94,Oasis Network ROSE,,$0.111174,-0.4%,4.0%,31.1%,"$181,037,296","$565,130,743","$1,123,663,965"
93,DeFiChain DFI,,$0.990992,-0.3%,3.0%,-14.1%,"$4,879,435","$564,344,892",?
95,Frax Share FXS,,$7.74,1.4%,5.7%,4.1%,"$8,435,951","$554,817,042","$774,402,530"
96,Kava KAVA,,$2.19,-0.5%,2.1%,15.1%,"$36,706,319","$540,174,843",?
97,Mina Protocol MINA,,$0.907314,0.0%,6.2%,16.7%,"$28,452,524","$536,652,477",?
98,Decred DCR,,$37.51,-0.2%,-6.5%,37.0%,"$11,827,472","$535,751,165",?
99,Tenset 10SET,,$2.75,-3.4%,-7.2%,-7.6%,"$1,959,213","$529,377,397","$529,377,450"
100,Celo CELO,,$1.14,0.1%,3.1%,10.6%,"$32,224,504","$522,621,635","$1,144,565,582"
1,Bitcoin BTC,,"$23,857.80",-0.4%,2.4%,2.0%,"$26,754,719,410","$459,574,335,735","$504,862,127,395"
2,Ethereum ETH,,"$1,778.41",-0.4%,3.5%,5.7%,"$15,423,306,731","$215,120,609,965",?
3,Tether USDT,,$0.998108,-0.3%,-0.0%,-0.3%,"$50,215,953,106","$66,533,263,770",?
4,USD Coin USDC,,$0.999049,-0.2%,0.1%,-0.1%,"$6,346,118,532","$54,191,150,714",?
5,BNB BNB,,$326.24,-0.5%,1.1%,14.9%,"$1,390,670,453","$53,694,417,096","$54,299,439,349"
6,XRP XRP,,$0.381433,-0.1%,1.0%,0.1%,"$1,106,854,107","$18,549,505,170","$38,370,532,114"
7,Cardano ADA,,$0.537107,0.0%,0.2%,3.6%,"$781,195,248","$18,263,152,624","$24,300,280,550"
8,Binance USD BUSD,,$0.999035,-0.2%,-0.2%,-0.2%,"$5,467,030,357","$17,816,462,200",?
9,Solana SOL,,$42.64,0.2%,2.7%,0.4%,"$1,134,008,109","$14,983,146,850",?
10,Polkadot DOT,,$9.24,-0.5%,4.9%,6.5%,"$608,518,444","$10,593,509,064",?
11,Dogecoin DOGE,,$0.070256856462,-0.0%,0.3%,2.8%,"$380,140,814","$9,366,146,365",?
12,Avalanche AVAX,,$28.48,-0.6%,1.1%,19.9%,"$959,104,120","$8,186,315,529","$20,719,274,928"
13,Lido Staked Ether STETH,,"$1,717.50",-0.3%,3.4%,4.5%,"$3,026,699","$7,410,027,531","$7,410,027,531"
14,Shiba Inu SHIB,,$0.000012431480,0.4%,2.4%,5.9%,"$588,306,736","$7,352,552,408",?
15,Dai DAI,,$0.998138,-0.3%,-0.2%,-0.5%,"$2,509,347,772","$7,055,679,543","$7,055,679,543"
16,Polygon MATIC,,$0.931696,0.2%,1.1%,0.2%,"$428,918,467","$6,967,380,537","$9,362,872,210"
17,TRON TRX,,$0.070419481448,-0.2%,0.1%,1.9%,"$320,707,365","$6,534,853,477",?
18,Wrapped Bitcoin WBTC,,"$23,877.02",-0.3%,2.6%,2.2%,"$215,670,151","$5,686,549,687","$5,686,549,687"
19,Ethereum Classic ETC,,$38.28,0.5%,-0.4%,4.9%,"$1,266,980,944","$5,271,332,474","$8,151,836,886"
20,OKB OKB,,$18.55,-0.0%,1.1%,1.5%,"$8,344,732","$4,780,702,801",?
21,LEO Token LEO,,$4.86,0.2%,-0.7%,-3.3%,"$2,622,236","$4,530,934,197",?
22,Litecoin LTC,,$62.97,-0.3%,2.0%,5.2%,"$357,898,073","$4,490,898,908","$5,320,735,121"
23,FTX FTT,,$31.63,-0.3%,2.4%,3.9%,"$56,355,861","$4,286,769,180","$10,520,142,585"
24,NEAR Protocol NEAR,,$5.50,1.4%,8.1%,29.4%,"$550,824,049","$4,162,578,002","$5,517,368,046"
25,Uniswap UNI,,$8.85,-0.1%,-0.9%,5.2%,"$153,833,631","$4,078,631,979","$8,934,775,572"
26,Chainlink LINK,,$8.58,-0.1%,3.3%,11.8%,"$712,829,376","$4,041,493,606","$8,652,309,404"
27,Cronos CRO,,$0.150946,-0.2%,1.8%,9.8%,"$25,417,484","$3,833,566,344",?
28,Cosmos Hub ATOM,,$11.75,0.1%,2.6%,13.0%,"$313,900,076","$3,455,077,018",?
29,Stellar XLM,,$0.132759,-1.3%,6.9%,12.5%,"$275,113,988","$3,377,447,643","$6,692,769,956"
30,Flow FLOW,,$3.00,0.0%,12.3%,55.1%,"$564,518,345","$3,129,511,136",?
31,Monero XMR,,$166.66,-0.6%,-1.1%,7.5%,"$123,868,678","$3,047,722,468",?
32,Bitcoin Cash BCH,,$144.35,-0.3%,0.4%,3.2%,"$655,540,254","$2,780,657,393","$3,050,852,132"
33,Algorand ALGO,,$0.366335,-0.4%,0.9%,8.8%,"$103,305,655","$2,568,906,448","$3,696,581,436"
35,VeChain VET,,$0.031894293691,0.4%,0.7%,17.2%,"$113,074,619","$2,328,203,736","$2,784,188,218"
34,Filecoin FIL,,$8.99,0.1%,0.6%,-9.2%,"$350,527,432","$2,326,949,141","$17,801,129,401"
36,ApeCoin APE,,$7.32,-0.4%,-0.4%,8.8%,"$300,187,359","$2,265,842,433","$7,383,600,596"
37,Internet Computer ICP,,$8.33,-0.1%,0.2%,-7.6%,"$78,549,831","$2,094,831,198","$3,932,611,452"
38,Decentraland MANA,,$1.10,0.1%,1.5%,11.8%,"$229,416,441","$2,001,199,928","$2,424,268,590"
39,Chain XCN,,$0.086442956956,-0.6%,1.3%,-9.7%,"$43,567,787","$1,856,799,083","$4,621,574,364"
